lane,E,ES,S,P,maximum_normalized_violation
31,7.484543323516846,2.5154539942741394,77.39682674407959,20.08772373199463,2.580956827951785e-07
32,7.65658974647522,2.343321591615677,77.81918048858643,19.83755350112915,6.269343715995487e-06
33,7.489375472068787,2.5106826424598694,77.78739929199219,19.701884984970093,4.109317729812167e-06
34,7.513790130615234,2.4861831963062286,77.72294521331787,19.790890216827393,1.8860714708625077e-06
35,7.552131414413452,2.4477866291999817,77.90832996368408,19.643934965133667,5.795191670247929e-06
36,7.721146941184998,2.278827279806137,78.02667617797852,19.69451665878296,1.8228511980961668e-06
37,7.733678221702576,2.2662176191806793,77.85695552825928,19.87688899040222,7.365161777278731e-06
38,7.488597631454468,2.5114449858665466,77.63767719268799,19.850847721099854,3.013499668528923e-06
39,7.434296607971191,2.565738260746002,77.56768226623535,19.866557121276855,2.465590637887301e-06
40,7.507646679878235,2.4923090636730194,77.9526138305664,19.555107355117798,3.1294035019338817e-06
41,7.53393828868866,2.4661512672901154,77.77163028717041,19.76216435432434,6.332563988761828e-06
42,7.586827874183655,2.4131079018115997,77.59462356567383,19.99230980873108,4.541322927048831e-06
43,7.425221800804138,2.574802339076996,77.65445232391357,19.770729541778564,1.706947364691208e-06
44,7.78312087059021,2.2168029844760895,77.85497665405273,19.928269386291504,5.384259897266712e-06
45,7.5904035568237305,2.4095728993415833,77.69541263580322,19.89503264427185,1.6648005161803141e-06
46,7.643753290176392,2.3561981320381165,78.06881904602051,19.57501530647278,3.4349681536378634e-06
47,7.6216959953308105,2.3783044517040253,77.88221836090088,19.739471673965454,3.1831800878072015e-07
48,7.7885425090789795,2.2114191949367523,77.91504859924316,19.873563051223755,2.7079350168249414e-06
49,7.539836168289185,2.460234761238098,77.72863388061523,19.81108546257019,5.01547497279639e-06
50,7.47019350528717,2.5298863649368286,77.73184299468994,19.73821997642517,5.6476777004598e-06
51,7.468985915184021,2.5310182571411133,78.01302909851074,19.45594549179077,4.129530924722856e-07
52,7.7193909883499146,2.28058785200119,77.8691577911377,19.850263595581055,1.496213122136738e-06
53,7.687163949012756,2.3127542436122894,77.91170120239258,19.775593280792236,5.784654958120205e-06
54,7.473720908164978,2.526322603225708,77.59133815765381,19.882309436798096,3.076719941295264e-06
55,7.563734650611877,2.4363069236278534,77.79917240142822,19.764496088027954,2.9397426836348583e-06
56,7.591311931610107,2.4087458848953247,77.62401580810547,19.967201948165894,4.088244305556721e-06
57,7.562799453735352,2.437223047018051,77.9934024810791,19.569356441497803,1.5910435312862496e-06
58,7.652572393417358,2.3473791778087616,77.67876148223877,19.973891973495483,3.4244314415101398e-06
59,7.67766535282135,2.3223602771759033,77.64670372009277,20.03091812133789,1.8123144859684432e-06
60,7.705404162406921,2.294601649045944,77.86597728729248,19.839413166046143,4.5596903960481533e-07
61,7.617275714874268,2.3827210068702698,78.18355083465576,19.433729648590088,2.3180766680991717e-07
62,7.707341909408569,2.2926636040210724,78.17842483520508,19.528907537460327,3.8985834872576977e-07
63,7.614944577217102,2.3850402235984802,77.66762733459473,19.947338104248047,1.0747446370277978e-06
64,7.59207546710968,2.40799218416214,77.66680717468262,19.92516040802002,4.783667305986472e-06
65,7.500277161598206,2.499731332063675,77.66214847564697,19.838119745254517,6.005925912802399e-07
66,7.540103197097778,2.4598613381385803,77.94355869293213,19.596598148345947,2.507737486398195e-06
67,7.702099680900574,2.297886312007904,78.12849521636963,19.573628902435303,9.904509400060097e-07
